ID,SUB_ID,Country,Province/State,Study Pop Size (N),Proportion of values entered in row (%),Paper Title,Journal,Author,Source,Language,Peer-Reviewed? (As of 2 April 2020),Study Type: Observational or Randomized Clinical Trial (RCT)?,Study start date (mm/dd/yyyy),Study end date (mm/dd/yyyy),Study length (days),Overall study population or subgroup?,Subgroup,Positive/negative cases,End-point vs Active,Survivors,Discharged,Contains Any Treatment?,ICU vs. non-ICU,Severity,Ventilation,Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine (μmol/L),Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra (lopinavir–ritonavir),Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
3,4,China,Wuhan,15,42.13%,"Radiological findings from 81 patients with COVID-19 pneumonia in Wuhan, China: a descriptive study",Lancet Infectious Diseases,Shi et. al.,https://reader.elsevier.com/reader/sd/pii/S1473309920300864?token=A0D8E0A815A81A197FBA5FBC028C41D29B7899BFA37779DD83AA14652314A5C8D415DCB92CEEC6704387954EBD8E0864,English,Yes,Observational,12/20/19,2/8/20,50,Subgroup,Scans done >2 weeks after symptom onset,Positive only,End-point and active,Both,Both,No,Both,All,Both,,49.5,11,,,,47.00%,0%,0%,100%,0%,0%,60.00%,60.00%,,,,,,,,,,,,,,20.00%,13%,13%,7%,13%,0%,13%,7%,0%,20%,93.00%,,38.5,,80.00%,80.00%,7.00%,40.00%,13.00%,13%,,7.00%,0.00%,0%,,,,,0%,,,,1,8.2,4,12.4,1.1,0.8,1.4,,,230.5,95.7,365.3,,,,124.8,115.7,133.9,,,50.6,37.8,na,na,na,,58.4,,49.8,,,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0.07,
4,0,China,Zhejiang,149,50.56%,"Clinical characteristics and imaging manifestations of the 2019 novel coronavirus disease (COVID-19):A multi-center study in Wenzhou city, Zhejiang, China",Journal of Infection,Yang et al.,https://reader.elsevier.com/reader/sd/pii/S0163445320300992?token=9163263C94899C48B765689929BEFCC2B1AD126DCC83E3753645A68BB99CF497BB124D1BB7AB61F22F586414124183AD,English,Yes,Observational,1/17/20,2/15/20,29,Top-level,General,Positive only,End-point and active,Survivors only,Both,Yes,Non-ICU only,Mild only,Both,,45.11,,,,0%,54.40%,0%,0%,100%,0%,0%,89.90%,53.69%,32.89%,,,,,6.83,6.83,1.83,11.83,,,23.75,,34.90%,,,,,1.34%,,18.79%,,,76.50%,37.86,,,58.40%,1.34%,8.72%,32.20%,3.36%,,,7.38%,1.34%,,14.09%,14.09%,,,,,,,,4.56,2.08,6.64,1.21,0.53,1.89,,,174.5,96.25,252.75,2.6,0.57,4.63,,,,,41.65,20,23,9.9,3.95,15.85,3.8,66.07,76.5,7.25,5.83,,,0.22,12.2,22.82%,93.96%,,,,,,,,3.36%,12.75%,,89.93%,89.93%,1.34%,0%,0%,3.36%,,,,,,,,,,,,,,,,,1,0,0.49,,,,0,0
5,0,China,Wuhan,21,37.08%,Time Course of Lung Changes On Chest CT During Recovery From 2019 Novel Coronavirus (COVID-19) Pneumonia,Radiology,Pan et. al.,https://pubs.rsna.org/doi/full/10.1148/radiol.2020200370,English,Yes,Observational,1/12/20,2/6/20,25,Top-level,Non-severe,Positive only,End-point only,Both,Discharged only,No,ΝΑ,Mild only,Both,40,40,9,30,57,,29.00%,0%,0%,100%,0%,0%,,,,,,,,,6,5,7,,,,,,,,,,,,,,,86%,,,,57%,,,,24%,52%,,,,43%,,29%,,,,0%,0%,0%,1,4.9,4.1,5.7,1.4,1,1.8,,,,,,3.1,,,,,,,,42,32,,,,,,,17.2,,,,0.93,,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,1,,1,,17,,0,0
6,0,China,Beijing,77,50.00%,Clinical characteristics and durations of hospitalized patients with COVID-19 in Beijing: a retrospective cohort study,MedrXiv,Zhao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.13.20035436v1.full.pdf,English,No,Observational,1/21/20,2/7/20,17,Top-level,General,Positive only,End-point and active,Both,Both,No,ΝΑ,All,NA,52,52,20,,,2.60%,44.16%,0%,0%,100%,0%,0%,89.60%,70.10%,19.50%,4,4,3.5,6,5,5,3,6,,,,,31.20%,20.80%,7.80%,11.70%,7.79%,5.20%,,2.60%,6.50%,,85.70%,,,,63.64%,20.80%,13.00%,,27.30%,27.30%,,1.30%,7.79%,9.10%,6.50%,,,,0.00%,25.97%,,,1,4.04,3.48,5.58,,,,,,190,149,245,,,,137,125,145,,,28,29,,,,,64,80,17,,,0.12,,12.7,,,,,,,,,,,,,,,,,,,,,,,,3.90%,,2.60%,1.30%,32.47%,,,2.60%,3.90%,,,1,,0.83,,13,,0.06,0.07
6,1,China,Beijing,57,51.12%,Clinical characteristics and durations of hospitalized patients with COVID-19 in Beijing: a retrospective cohort study,MedrXiv,Zhao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.13.20035436v1.full.pdf,English,No,Observational,1/21/20,2/7/20,17,Subgroup,Non-severe,Positive only,End-point and active,Both,Both,No,ΝΑ,Mild only,NA,45,45,17,,,3.50%,40.40%,0%,0%,100%,0%,0%,91.20%,77.20%,14%,5,5,3.5,6,5,5,4,6,,,,,24.60%,14%,7.00%,5.30%,5.30%,5.30%,,1.80%,3.50%,,82.50%,,,,57.90%,14%,17.50%,,33.30%,33.30%,,1.80%,5.30%,7%,9%,,,,0%,0%,0%,0.00%,1,3.95,3.45,4.64,,,,,,189,152,245,,,,139,127,144,,,28,28,,,,,63,67,13,,,0.1,,12.7,,,,,,,,,,,,,,,,,,,,,,,,0%,,0.00%,0.00%,33.30%,,,1.80%,0.00%,,,1,,0.93,,12,,0,0
6,2,China,Beijing,20,50.00%,Clinical characteristics and durations of hospitalized patients with COVID-19 in Beijing: a retrospective cohort study,MedrXiv,Zhao et. al.,https://www.medrxiv.org/content/10.1101/2020.03.13.20035436v1.full.pdf,English,No,Observational,1/21/20,2/7/20,17,Subgroup,Severe,Positive only,End-point and active,Both,Both,No,ΝΑ,Severe/Critical Only,NA,69,69,15,,,0%,55.00%,0%,0%,100%,0%,0%,85%,50%,35%,3.5,3.5,3,4,6,6,5,7,,,,,50%,40%,10.00%,30.00%,15.00%,5%,,5%,15%,,95%,,,,80.00%,40%,0.00%,,10.00%,10.00%,,0.00%,15.00%,15%,0%,,,,0%,100%,,,1,5.92,3.68,7.59,,,,,,198,134,272,,,,137,119,148,,,32,36,,,,,68,115,55,,,0.13,,12.7,,,,,,,,,,,,,,,,,,,,,,,,15.00%,,10.00%,5.00%,30.00%,,,5.00%,15.00%,,,1,,0.5,,18.5,,0.25,0.33
7,0,China,Wuhan,36,43.26%,Effect of continuous renal replacement therapy on all-cause mortality in COVID-19 patients undergoing invasive mechanical ventilation: a retrospective cohort study,MedrXiv,Yang et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20036780v1.full.pdf,English,No,Observational,2/12/20,3/2/20,19,Top-level,Severe,Positive only,End-point and active,Both,Both,Yes,ICU only,Severe/Critical Only,Ventilation only,69.4,69.4,21.16,,,,83.30%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,38.90%,27.80%,33.30%,19.40%,5.60%,,5.6,,8.30%,,,,,,100%,,,,,,,,,,,,,,,0%,100.00%,0,14,6.9,21.1,0.6,0.3,0.9,,,156,99.8,213,12.7,6,19.4,122.4,104.3,140.5,,,34.5,30.5,,,,10.7,83.5,,,,,,,,94.40%,,27.80%,0.00%,0.00%,,27.80%,77.80%,8.30%,80.60%,80.60%,,,,0%,100%,,61.10%,,,,,,,,19.44%,,,,,22.22%,,,,1,1,na,,,,0.64,
7,1,China,Wuhan,22,42.13%,Effect of continuous renal replacement therapy on all-cause mortality in COVID-19 patients undergoing invasive mechanical ventilation: a retrospective cohort study,MedrXiv,Yang et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20036780v1.full.pdf,English,No,Observational,2/12/20,3/2/20,19,Subgroup,CCRT group,Positive only,End-point and active,Both,Both,Yes,ICU only,Severe/Critical Only,Ventilation only,67.5,67.5,11.4,,,,86.40%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,36.40%,27.30%,27.30%,18.20%,9.10%,,0.00%,,13.60%,,,,,,100%,,,,,,,,,,,,,,,,100.00%,0,14.3,5.8,22.8,0.6,0.3,0.9,,,159,94,203,13,5,21,126.8,108.2,145.4,,,36,43.5,,,,10.8,94.5,,,,,,,,96%,,36.40%,0.00%,0.00%,,36.40%,77.30%,9.10%,77.30%,77.30%,,,,0%,100%,,100%,,,,,,,,22.70%,,,,,22.70%,,,,1,1,,,,,0.55,
7,2,China,Wuhan,14,41.57%,Effect of continuous renal replacement therapy on all-cause mortality in COVID-19 patients undergoing invasive mechanical ventilation: a retrospective cohort study,MedrXiv,Yang et. al.,https://www.medrxiv.org/content/10.1101/2020.03.16.20036780v1.full.pdf,English,No,Observational,2/12/20,3/2/20,19,Subgroup,Non-CCRT group,Positive only,End-point and active,Both,Both,Yes,ICU only,Severe/Critical Only,Ventilation only,72.6,72.6,9.1,,,,78.60%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,42.90%,28.60%,42.90%,21.40%,0.00%,,14.30%,,,,,,,,100%,,,,,,,,,,,,,,,,100.00%,0,13.4,9,17.8,0.6,0.3,0.9,,,156,110.3,221.5,12.2,8,16.4,115.5,105,131,,,30.5,29.5,,,,10.3,72,,,,,,,,93%,,14.30%,0.00%,0.00%,,14.30%,78.60%,7.10%,85.70%,85.70%,,,,0%,100%,,0%,,,,,,,,14.30%,,,,,21.40%,,,,1,1,,,,,0.79,
8,0,Italy,Nationwide,3200,34.83%,"Characteristics of COVID-19 patients dying in Italy Report based on available data on March 20th, 2020",COVID-19 Surveillance Group,Palmieri et. al.,https://www.epicentro.iss.it/coronavirus/bollettino/Report-COVID-2019_20_marzo_eng.pdf,English,No,Observational,3/1/20,3/20/20,19,Subgroup,Severe,Positive only,End-point only,Non-Survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,NA,78.5,80,,73,85,,70.60%,100%,0%,0%,0%,0%,,,,,,,,4,,,,,,,,98.80%,73.80%,33.90%,30.10%,13.70%,19.50%,3.70%,,20.20%,3.70%,76.00%,,,,40%,73.00%,,,,,,8.00%,,,,,,,0.00%,100.00%,0.00%,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84%,54%,,,,,,,,,,,,,,,,,,,,96.50%,,96.50%,,,,,,10.40%,29.20%,8.50%,,,1,0.5,0,5,4,,1,1
9,0,China,Zhejiang,91,46.07%,"Epidemiologic and Clinical Characteristics of 91 Hospitalized Patients with COVID-19 in Zhejiang, China: A retrospective, multi-centre case series",QJM: An International Journal of Medicine,Qian et. al.,https://www.medrxiv.org/content/10.1101/2020.02.23.20026856v2.full.pdf,English,Yes,Observational,1/20/20,2/16/20,27,Top-level,General,Positive only,End-point and active,Survivors only,Both,Yes,,All,NA,50,,,36.5,57,0%,40.66%,0%,0%,100%,0%,0%,98.90%,34.07%,8.79%,,6,,,,,,,,,,,,16.48%,8.79%,,,,,,,,71.43%,,,,60.44%,3.30%,7.69%,32.97%,5.49%,43.96%,,23.08%,6.59%,25.27%,,,,,,90.10%,9.90%,,1,4.99,4.25,5.69,1.35,0.98,1.66,,,196,142,238,2.91,,,135,125,145,,40,18,21,,,,3.95,66,,6.81,,,0.02,0.3,,,100%,100%,0%,0%,,100%,100%,0%,9.89%,,,,,,,,,,,,,,,,,,,,,,,,,1,0.1,0.34,,,,0,0
9,1,China,Zhejiang,9,33.15%,"Epidemiologic and Clinical Characteristics of 91 Hospitalized Patients with COVID-19 in Zhejiang, China: A retrospective, multi-centre case series",QJM: An International Journal of Medicine,Qian et. al.,https://www.medrxiv.org/content/10.1101/2020.02.23.20026856v2.full.pdf,English,Yes,Observational,1/20/20,2/16/20,27,Subgroup,Severe,Positive only,End-point and active,Survivors only,Both,,,Severe/Critical Only,,66,,,54,80,0%,,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00%,0.00%,,1,5.23,3,5.82,0.9,0.7,1.3,,,152,127,208,3.32,,,130,118,142,,,19.9,27,,,,5.19,81.5,,30.63,,,0,0.45,,,100%,100%,0%,0%,,100%,100%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,1,,na,,,,0,
9,2,China,Zhejiang,82,33.15%,"Epidemiologic and Clinical Characteristics of 91 Hospitalized Patients with COVID-19 in Zhejiang, China: A retrospective, multi-centre case series",QJM: An International Journal of Medicine,Qian et. al.,https://www.medrxiv.org/content/10.1101/2020.02.23.20026856v2.full.pdf,English,Yes,Observational,1/20/20,2/16/20,27,Subgroup,Mild Cases,Positive only,End-point and active,Survivors only,Both,,,Mild only,,49,,,35.3,56,0%,,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,100.00%,,1,4.97,4.02,5.65,1.4,1.05,1.75,,,198,144,248,2.8,,,135,126,147,,,18,21,,,,3.83,66,,5.98,,,0.03,0.3,,,100%,100%,0%,0%,,100%,100%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,1,,na,,,,0,
10,0,China,Seven hospitals,62,54.49%,"Clinical findings in a group of patients infected with the 2019 novel coronavirus (SARS-Cov-2) outside of Wuhan, China: retrospective case series",BMJ,Xu et. al.,https://www.bmj.com/content/bmj/368/bmj.m606.full.pdf,English,Yes,Observational,1/10/20,1/26/20,16,Top-level,General,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,41,41,,32,52,,56.50%,0.00%,0.00%,100.00%,0.00%,0.00%,37%,37%,33.90%,4,4,3,5,2,2,1,4.3,,,,,32.30%,8.10%,1.60%,,1.60%,,11.30%,1.60%,1.60%,,77.00%,,,3%,81%,3%,34%,56.50%,52%,52%,,8%,,,,,,,,,,,1,4.7,3.5,5.8,1,0.8,1.5,,,176,135.8,215.5,2.9,,,137,128.8,152.3,,,22,26,,,,,72,69,,,,0.04,0.2,,45.20%,88.70%,74.20%,0%,0%,,33.90%,35.50%,0.00%,26.00%,0.00%,,,,0%,1.61%,,0%,42%,0%,,,,2.00%,,,,,,,,,,,0.98,0.02,0.02,,,,0,
10,1,China,Seven hospitals,33,54.49%,"Clinical Findings in a group of patients infected with the 2019 novel coronavirus (SARS-Cov-2) outside of Wuhan, China: retrospective case series",BMJ,Xu et. al.,https://www.bmj.com/content/bmj/368/bmj.m606.full.pdf,English,Yes,Observational,1/10/20,1/26/20,16,Subgroup,> 10 days after onset,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,45,45,,37,54,,57.60%,0.00%,0.00%,100.00%,0.00%,0.00%,27%,27%,27.30%,3,3,3,4,6.5,6.5,5,9,,,,,39.40%,12.10%,3.00%,,3.00%,,12.10%,3.00%,0.00%,,73.00%,,,3%,82%,6%,45%,57.60%,58%,58%,,9%,,,,,,,,,,,1,4.5,3.1,6.1,1,0.7,1.4,,,172.5,128.8,202.8,2.8,,,137.5,129,149.5,,,22.5,27.5,,,,,71.5,60,,,,0.04,0.2,,48.50%,93.90%,81.00%,0.00%,0.00%,,51.50%,51.50%,0.00%,33.00%,0.00%,,,,0%,3%,,0%,33%,0%,,,,3.00%,,,,,,,,,,,0.97,0.03,0.03,,,,0,
10,2,China,Seven hospitals,29,54.49%,"Clinical Findings in a group of patients infected with the 2019 novel coronavirus (SARS-Cov-2) outside of Wuhan, China: retrospective case series",BMJ,Xu et. al.,https://www.bmj.com/content/bmj/368/bmj.m606.full.pdf,English,Yes,Observational,1/10/20,1/26/20,16,Subgroup,<=10 days after onset,Positive only,Active only,Both,Non-discharged only,Yes,Both,All,Both,39,39,,31,50,,55.20%,0.00%,0.00%,100.00%,0.00%,0.00%,48%,48%,41.40%,5,5,4,7,2,2,1,2,,,,,24.10%,3.40%,0.00%,,0.00%,,10.30%,0.00%,3.40%,,83.00%,,,3%,79%,0%,21%,55.20%,45%,45%,,0%,,,,,,,,,,,1,4.9,3.9,5.7,1,0.9,1.5,,,186,149,228,2.9,,,136.5,127.3,153.8,,,22,25,,,,,71.4,71.4,,,,0.04,0.2,,41.40%,82.80%,65.00%,0.00%,0.00%,,13.80%,17.20%,0.00%,17.00%,0.00%,,,,0%,0%,,0%,51%,0%,,,,0.00%,,,,,,,,,,,1,0,0,,,,0,
11,0,China,Guangzhou,33,30.90%,Arbidol combined with LPV/r versus LPV/r alone against Corona Virus Disease 2019: A retrospective cohort study,Journal of Infection,Deng et. al.,https://reader.elsevier.com/reader/sd/pii/S0163445320301134?token=517FFF6E19C9C17E84812ED8214D6754AB25026D7C243B1030EA49CE191BCDD9FFAAAFB89B027FDC2CB8F9A14AA9655C,English,Yes,Observational,1/17/20,2/29/20,43,Top-level,General,Positive only,End-point and active,Both,Both,Yes,ΝΑ,All,NA,,43.7,,,,,49.03%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,12.24%,16.33%,14.28%,14.28%,2.06%,0.00%,8.12%,,8.12%,10.20%,,,,,,,,,,,,,,,,,,,,,32.63%,,,5.24,,,1.67,,,,,196.12,,,,,,,,,,,,,9.33,,,,,,,,,,,,61.28%,100.00%,100.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,18.40%,71.48%,,32.63%,,,0.00%,,,,,,,,,,,,,,,,,,,1,,,,,,0,
11,1,China,Guangzhou,16,37.08%,Arbidol combined with LPV/r versus LPV/r alone against Corona Virus Disease 2019: A retrospective cohort study,Journal of Infection,Deng et. al.,https://reader.elsevier.com/reader/sd/pii/S0163445320301134?token=517FFF6E19C9C17E84812ED8214D6754AB25026D7C243B1030EA49CE191BCDD9FFAAAFB89B027FDC2CB8F9A14AA9655C,English,Yes,Observational,1/17/20,2/29/20,43,Subgroup,Combination therapy group,Positive only,End-point and active,Both,Both,Yes,ΝΑ,All,NA,,41.8,,,,,43.80%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,12.50%,18.80%,12.50%,12.50%,0%,0%,6.20%,,6.20%,12.50%,,,,,,,,,,,,,,,,,,,,,31.20%,,0,5.34,3.52,7.16,1.83,1.01,2.65,,,194.8,139.7,249.9,,,,,,,,,,,9.23,4.26,14.2,,,,,,,,,,56.30%,100%,100%,0.00%,0.00%,,0.00%,0.00%,0.00%,6.20%,68.80%,,31.20%,,,0%,,,,,,,,,,,,,,,,,,,1,,0.94,,,,0,0
11,2,China,Guangzhou,17,37.08%,Arbidol combined with LPV/r versus LPV/r alone against Corona Virus Disease 2019: A retrospective cohort study,Journal of Infection,Deng et. al.,https://reader.elsevier.com/reader/sd/pii/S0163445320301134?token=517FFF6E19C9C17E84812ED8214D6754AB25026D7C243B1030EA49CE191BCDD9FFAAAFB89B027FDC2CB8F9A14AA9655C,English,Yes,Observational,1/17/20,2/9/20,23,Subgroup,Monotherapy group,Positive only,End-point and active,Both,Both,Yes,ΝΑ,All,NA,,47.25,,,,,58.80%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,11.76%,11.70%,17.60%,17.60%,5.90%,0%,11.70%,,11.70%,5.90%,,,,,,,,,,,,,,,,,,,,,35.30%,,0,5.04,3.96,6.12,1.36,0.84,1.88,,,198.6,121.4,275.8,,,,,,,,,,,9.51,4.65,14.37,,,,,,,,,,70.60%,100%,100%,0.00%,0.00%,,0.00%,0.00%,0.00%,41.20%,76.50%,,35.30%,,,0%,,,,,,,,,,,,,,,,,,,1,,0.53,,,,0,0
12,0,China,Jiangsu,620,58.99%,"Characteristics and Associations with Severity in COVID-19 Patients: A Multicentre Cohort Study from Jiangsu Province, China",Lancet Preprint Serve,Liu et. al.,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3548753,English,No,Observational,1/10/20,2/18/20,39,Top-level,General,Positive only,End-point and active,Both,Both,Yes,Both,All,NA,,44.48,17.16,,,,52.60%,0%,0%,100%,0%,0%,89.84%,35.00%,41.50%,6.91,6.91,,,,4.23,,,4.03%,4.84%,,,,15.48%,6.45%,2.10%,,1.10%,0.50%,,0.60%,1.00%,65.97%,37.05,,,55.32%,2.58%,,26.61%,,,,8.56%,,1.90%,,,,,15.65%,75.81%,5.30%,3.20%,0,5.21,3.24,7.18,1.36,0.72,2,616.07,427.15,190.47,127.4,253.54,3.36,1.6,5.16,135.33,115.86,154.8,0.4,41.25,31.03,32.26,10.59,3.94,17.24,4.19,67.91,127.44,21.25,,0.32,,0.52,12.44,53.55%,92.90%,,,,,,,,22.90%,25.20%,34.80%,2.90%,,5.30%,0.80%,0.00%,0.00%,81.00%,23.10%,,,8.55%,,,,0.32%,,,,,,,,1,0.03,0.41,,,,0,0
12,1,China,Jiangsu,97,58.99%,"Characteristics and Associations with Severity in COVID-19 Patients: A Multicentre Cohort Study from Jiangsu Province, China",Lancet Preprint Serve,Liu et. al.,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3548753,English,No,Observational,1/10/20,2/18/20,39,Subgroup,Asymptomatic/Mild,Positive only,End-point and active,Both,Both,Yes,Non-ICU only,Mild only,Non-ventilation only,,35.96,19.88,,,,45.40%,0%,0%,100%,0%,0%,96.90%,24.70%,59.80%,4.49,4.49,,,,4.38,,,6.20%,5.20%,,,,11.30%,9.30%,3.10%,,0.00%,0%,,0%,2.90%,23.70%,36.77,,,29.90%,1.00%,,12.40%,,,,4.10%,,1.00%,,,,,100.00%,0.00%,0.00%,0.00%,0,5.68,3.8,7.56,1.76,1.04,2.48,805.05,656.73,218.88,142.36,295.4,3.38,1.96,4.8,136.26,118.06,154.46,0.41,43.46,26.78,27.31,11.78,3.73,19.83,4.47,64.57,173.73,8.94,,0.39,,0.52,12.29,15.50%,85.60%,,,,,,,,7.20%,9.30%,16.50%,0.00%,,0.00%,0.00%,0.00%,0.00%,90.70%,11.30%,,,0.00%,,,,0.00%,,,,,,,,1,0,0.36,,,,0,0
12,2,China,Jiangsu,470,58.99%,"Characteristics and Associations with Severity in COVID-19 Patients: A Multicentre Cohort Study from Jiangsu Province, China",Lancet Preprint Serve,Liu et. al.,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3548753,English,No,Observational,1/10/20,2/18/20,39,Subgroup,Moderate,Positive only,End-point and active,Both,Both,Yes,Non-ICU only,Mild only,Both,,44.47,15.62,,,,52.60%,0%,0%,100%,0%,0%,88.90%,36.60%,39.40%,5.1,5.1,,,,4.19,,,4.00%,4.10%,,,,14.30%,4.90%,1.30%,,1.30%,0.40%,,0.60%,5.70%,72.60%,37.09,,,58.90%,2.70%,,24.70%,,,,9.20%,,2.30%,,,,,0.00%,100.00%,0.00%,0.00%,0,5.07,3.35,6.79,1.35,0.78,1.92,594.17,385.96,186.82,129.11,244.53,3.26,1.74,4.78,135.55,115.62,155.48,0.4,41.07,31.19,32.32,10.19,3.98,16.4,4.07,68.03,120.52,20.25,,0.33,,0.46,12.44,56.80%,93.60%,,,,,,,,18.90%,23.00%,34.00%,0.90%,,1.30%,0.00%,0.00%,0.00%,80.20%,21.30%,,,0.00%,,,,0.00%,,,,,,,,1,0.02,0.44,,,,0,0
12,3,China,Jiangsu,53,58.99%,"Characteristics and Associations with Severity in COVID-19 Patients: A Multicentre Cohort Study from Jiangsu Province, China",Lancet Preprint Serve,Liu et. al.,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3548753,English,No,Observational,1/10/20,2/18/20,39,Subgroup,Severe/Critical,Positive only,End-point and active,Both,Both,Yes,ICU only,Severe/Critical Only,Both,,60.09,13.86,,,,66.00%,0%,0%,100%,0%,0%,84.90%,39.60%,26.40%,4.44,4.44,,,,4.42,,,0.00%,1.90%,,,,34.00%,15.10%,7.50%,,1.90%,1.90%,,1.90%,4.80%,84.90%,37.2,,,69.80%,11.30%,,41.50%,,,,11.30%,,0%,,,,,0.00%,0.00%,62.26%,37.74%,0,5.46,1.89,9.03,0.7,0.38,1.02,364.5,231,160.95,104.91,216.99,4.19,0.59,7.79,131.24,113.51,148.97,0.39,38.13,39.32,42.86,11.73,4.68,18.78,4.78,73.71,90.09,58.09,,0.04,,1.09,12.7,94.30%,100.00%,,,,,,,,86.80%,73.60%,75.50%,26.40%,,50.90%,9.40%,0.00%,0.00%,69.80%,60.40%,,,100.00%,,,,3.80%,,,,,,,,1,0.19,0.17,,,,0,0
